p,X,Y,Z,VX,VY,VZ,pitch,yaw,roll,bisBridgeOut
Player State1632,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1633,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1634,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1635,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1636,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1637,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1638,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1639,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1640,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1641,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1642,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1643,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1644,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1645,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1646,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1647,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1648,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1649,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1650,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1651,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1652,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1653,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1654,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1655,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1656,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1657,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1658,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1659,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1660,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1661,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1662,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1663,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1664,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1665,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1666,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1667,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1668,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1669,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1670,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1671,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1672,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1673,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1674,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1675,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1676,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1677,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1678,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1679,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1680,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1681,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1682,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1683,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1684,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1685,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1686,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1687,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1688,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1689,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1690,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1691,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1692,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1693,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1694,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1695,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1696,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1697,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1698,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1699,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1700,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1701,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1702,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1703,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1704,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1705,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1706,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1707,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1708,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1709,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1710,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1711,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1712,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1713,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1714,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1715,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1716,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1717,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1718,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1719,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1720,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1721,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1722,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1723,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1724,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1725,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1726,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1727,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1728,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1729,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1730,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1731,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1732,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1733,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1734,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1735,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1736,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1737,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1738,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1739,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1740,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1741,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1742,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1743,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1744,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1745,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1746,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1747,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1748,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1749,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1750,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1751,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1752,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1753,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1754,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1755,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1756,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1757,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1758,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1759,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1760,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1761,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1762,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1763,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1764,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1765,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1766,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1767,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1768,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1769,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1770,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1771,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1772,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1773,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1774,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1775,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1776,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1777,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1778,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1779,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1780,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1781,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1782,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1783,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1784,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1785,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1786,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1787,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1788,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1789,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1790,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1791,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1792,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1793,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1794,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1795,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1796,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1797,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1798,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1799,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1800,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1801,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1802,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1803,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1804,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1805,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1806,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1807,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1808,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1809,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1810,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1811,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1812,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1813,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1814,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1815,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1816,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1817,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1818,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1819,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1820,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1821,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1822,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1823,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1824,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1825,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1826,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1827,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1828,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1829,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1830,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1831,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1832,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1833,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1834,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1835,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1836,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1837,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1838,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1839,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1840,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1841,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1842,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1843,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1844,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1845,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1846,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1847,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1848,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1849,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1850,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1851,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1852,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1853,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1854,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1855,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1856,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1857,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1858,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1859,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1860,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1861,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1862,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1863,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1864,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1865,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1866,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1867,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1868,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1869,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1870,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1871,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1872,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1873,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1874,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1875,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1876,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1877,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1878,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1879,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1880,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1881,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1882,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1883,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1884,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1885,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1886,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1887,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1888,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1889,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1890,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1891,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1892,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1893,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1894,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1895,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1896,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1897,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1898,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1899,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1900,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1901,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1902,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1903,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1904,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1905,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1906,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1907,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1908,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1909,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1910,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1911,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1912,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1913,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1914,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1915,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1916,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1917,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1918,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1919,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1920,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1921,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1922,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1923,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1924,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1925,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1926,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1927,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1928,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1929,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1930,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1931,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1932,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1933,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1934,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1935,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1936,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1937,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1938,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1939,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1940,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1941,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1942,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1943,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1944,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1945,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1946,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1947,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1948,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1949,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1950,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1951,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1952,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1953,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1954,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1955,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1956,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1957,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1958,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1959,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1960,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1961,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1962,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1963,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1964,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1965,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1966,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1967,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1968,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1969,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1970,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1971,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1972,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1973,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1974,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1975,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1976,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1977,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1978,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1979,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1980,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1981,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1982,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1983,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1984,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1985,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1986,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1987,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1988,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1989,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1990,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1991,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1992,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1993,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1994,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1995,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1996,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1997,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1998,-6,-7,14,0,0,0,0,0,0,FALSE
Player State1999,-6,-7,14,0,0,0,0,0,0,FALSE
Player State2000,-6,-7,14,0,0,0,0,0,0,FALSE
Player State2001,-6,-7,14,0,0,0,0,0,0,FALSE
Player State2002,-6,-7,14,0,0,0,0,0,0,FALSE
Player State2003,-6,-7,14,0,0,0,0,0,0,FALSE
Player State2004,-6,-7,14,0,0,0,0,0,0,FALSE
Player State2005,-6,-7,14,0,0,0,0,0,0,FALSE
Player State2006,-6,-7,14,0,0,0,0,0,0,FALSE
Player State2007,-6,-7,14,0,0,0,0,0,0,FALSE
Player State2008,-6,-7,14,0,0,0,0,0,0,FALSE
Player State2009,-6,-7,14,0,0,0,0,0,0,FALSE
Player State2010,-6,-7,14,0,0,0,0,0,0,FALSE
Player State2011,-6,-7,14,0,0,0,0,0,0,FALSE
Player State2012,-6,-7,14,0,0,0,0,0,0,FALSE
Player State2013,-6,-7,14,0,0,0,0,0,0,FALSE
Player State2014,-6,-7,14,0,0,0,0,0,0,FALSE
Player State2015,-6,-7,14,0,0,0,0,0,0,FALSE
Player State2016,-6,-7,14,0,0,0,0,0,0,FALSE
Player State2017,-6,-7,14,0,0,0,0,0,0,FALSE
Player State2018,-6,-7,14,0,0,0,0,0,0,FALSE
Player State2019,-6,-7,14,0,0,0,0,0,0,FALSE
Player State2020,-6,-7,14,0,0,0,0,0,0,FALSE
Player State2021,-6,-7,14,0,0,0,0,0,0,FALSE
Player State2022,-6,-7,14,0,0,0,0,0,0,FALSE
Player State2023,-6,-7,14,0,0,0,0,0,0,FALSE
Player State2024,-6,-7,14,0,0,0,0,0,0,FALSE
Player State2025,-6,-7,14,0,0,0,0,0,0,FALSE
Player State2026,-6,-7,14,0,0,0,0,0,0,FALSE
Player State2027,-6,-7,14,0,0,0,0,0,0,FALSE
Player State2028,-6,-7,14,0,0,0,0,0,0,FALSE
Player State2029,-6,-7,14,0,0,0,0,0,0,FALSE
Player State2030,-6,-7,14,0,0,0,0,0,0,FALSE
Player State2031,-6,-7,14,0,0,0,0,0,0,FALSE
Player State2032,-6,-7,14,0,0,0,0,0,0,FALSE
Player State2033,-6,-7,14,0,0,0,0,0,0,FALSE
Player State2034,-6,-7,14,0,0,0,0,0,0,FALSE
Player State2035,-6,-7,14,0,0,0,0,0,0,FALSE
Player State2036,-6,-7,14,0,0,0,0,0,0,FALSE
Player State2037,-6,-7,14,0,0,0,0,0,0,FALSE
Player State2038,-6,-7,14,0,0,0,0,0,0,FALSE
Player State2039,-6,-7,14,0,0,0,0,0,0,FALSE
Player State2040,-6,-7,14,0,0,0,0,0,0,FALSE
Player State2041,-6,-7,14,0,0,0,0,0,0,FALSE
Player State2042,-6,-7,14,0,0,0,0,0,0,FALSE
Player State2043,-6,-7,14,0,0,0,0,0,0,FALSE
Player State2044,-6,-7,14,0,0,0,0,0,0,FALSE
Player State2045,-6,-7,14,0,0,0,0,0,0,FALSE
Player State2046,-6,-7,14,0,0,0,0,0,0,FALSE
Player State2047,-6,-7,14,0,0,0,0,0,0,FALSE
Player State2048,-6,-7,14,0,0,0,0,0,0,FALSE
Player State2049,-6,-7,14,0,0,0,0,0,0,FALSE
Player State2050,-6,-7,14,0,0,0,0,0,0,FALSE
Player State2051,-6,-7,14,0,0,0,0,0,0,FALSE
Player State2052,-6,-7,14,0,0,0,0,0,0,FALSE
Player State2053,-6,-7,14,0,0,0,0,0,0,FALSE
Player State2054,-6,-7,14,0,0,0,0,0,0,FALSE
Player State2055,-6,-7,14,0,0,0,0,0,0,FALSE
Player State2056,-6,-7,14,0,0,0,0,0,0,FALSE
Player State2057,-6,-7,14,0,0,0,0,0,0,FALSE
Player State2058,-6,-7,14,0,0,0,0,0,0,FALSE
Player State2059,-6,-7,14,0,0,0,0,0,0,FALSE
Player State2060,-6,-7,14,0,0,0,0,0,0,FALSE
Player State2061,-6,-7,14,0,0,0,0,0,0,FALSE
Player State2062,-6,-7,14,0,0,0,0,0,0,FALSE
Player State2063,-6,-7,14,0,0,0,0,0,0,FALSE
Player State2064,-6,-7,14,0,0,0,0,0,0,FALSE
Player State2065,-6,-7,14,0,0,0,0,0,0,FALSE
Player State2066,-6,-7,14,0,0,0,0,0,0,FALSE
Player State2067,-6,-7,14,0,0,0,0,0,0,FALSE
Player State2068,-6,-7,14,0,0,0,0,0,0,FALSE
Player State2069,-6,-7,14,0,0,0,0,0,0,FALSE
Player State2070,-6,-7,14,0,0,0,0,0,0,FALSE
Player State2071,-6,-7,14,0,0,0,0,0,0,FALSE
Player State2072,-6,-7,14,0,0,0,0,0,0,FALSE
Player State2073,-6,-7,14,0,0,0,0,0,0,FALSE
Player State2074,-6,-7,14,0,0,0,0,0,0,FALSE
Player State2075,-6,-7,14,0,0,0,0,0,0,FALSE
Player State2076,-6,-7,14,0,0,0,0,0,0,FALSE
Player State2077,-6,-7,14,0,0,0,0,0,0,FALSE
Player State2078,-6,-7,14,0,0,0,0,0,0,FALSE
Player State2079,-6,-7,14,0,0,0,0,0,0,FALSE
Player State2080,-6,-7,14,0,0,0,0,0,0,FALSE
Player State2081,-6,-7,14,0,0,0,0,0,0,FALSE
