p,X,Y,Z,VX,VY,VZ,pitch,yaw,roll,bisBridgeOut
Player State6610,-18,9,12,0,0,0,0,4,0,FALSE
Player State6611,-18,9,12,0,0,0,0,4,0,FALSE
Player State6612,-18,9,12,0,0,0,0,4,0,FALSE
Player State6613,-18,9,12,0,0,0,0,4,0,FALSE
Player State6614,-18,9,12,0,0,0,0,4,0,FALSE
Player State6615,-18,9,12,0,0,0,0,4,0,FALSE
Player State6616,-18,9,12,0,0,0,0,4,0,FALSE
Player State6617,-18,9,12,0,0,0,0,4,0,FALSE
Player State6618,-18,9,12,0,0,0,0,4,0,FALSE
Player State6619,-18,9,12,0,0,0,0,4,0,FALSE
Player State6620,-18,9,12,0,0,0,0,4,0,FALSE
Player State6621,-18,9,12,0,0,0,0,4,0,FALSE
Player State6622,-18,9,12,0,0,0,0,4,0,FALSE
Player State6623,-18,9,12,0,0,0,0,4,0,FALSE
Player State6624,-18,9,12,0,0,0,0,4,0,FALSE
Player State6625,-18,9,12,0,0,0,0,4,0,FALSE
Player State6626,-18,9,12,0,0,0,0,4,0,FALSE
Player State6627,-18,9,12,0,0,0,0,4,0,FALSE
Player State6628,-18,9,12,0,0,0,0,4,0,FALSE
Player State6629,-18,9,12,0,0,0,0,4,0,FALSE
Player State6630,-18,9,12,0,0,0,0,4,0,FALSE
Player State6631,-18,9,12,0,0,0,0,4,0,FALSE
Player State6632,-18,9,12,0,0,0,0,4,0,FALSE
Player State6633,-18,9,12,0,0,0,0,4,0,FALSE
Player State6634,-18,9,12,0,0,0,0,4,0,FALSE
Player State6635,-18,9,12,0,0,0,0,4,0,FALSE
Player State6636,-18,9,12,0,0,0,0,4,0,FALSE
Player State6637,-18,9,12,0,0,0,0,4,0,FALSE
Player State6638,-18,9,12,0,0,0,0,4,0,FALSE
Player State6639,-18,9,12,0,0,0,0,4,0,FALSE
Player State6640,-18,9,12,0,0,0,0,4,0,FALSE
Player State6641,-18,9,12,0,0,0,0,4,0,FALSE
Player State6642,-18,9,12,0,0,0,0,4,0,FALSE
Player State6643,-18,9,12,0,0,0,0,4,0,FALSE
Player State6644,-18,9,12,0,0,0,0,4,0,FALSE
Player State6645,-18,9,12,0,0,0,0,4,0,FALSE
Player State6646,-18,9,12,0,0,0,0,4,0,FALSE
Player State6647,-18,9,12,0,0,0,0,4,0,FALSE
Player State6648,-18,9,12,0,0,0,0,4,0,FALSE
Player State6649,-18,9,12,0,0,0,0,4,0,FALSE
Player State6650,-18,9,12,0,0,0,0,4,0,FALSE
Player State6651,-18,9,12,0,0,0,0,4,0,FALSE
Player State6652,-18,9,12,0,0,0,0,4,0,FALSE
Player State6653,-18,9,12,0,0,0,0,4,0,FALSE
Player State6654,-18,9,12,0,0,0,0,-3,0,FALSE
Player State6655,-18,9,12,0,0,0,0,-3,0,FALSE
Player State6656,-18,9,12,0,0,0,0,-3,0,FALSE
Player State6657,-18,9,12,0,0,0,0,-3,0,FALSE
Player State6658,-18,9,12,0,0,0,0,-3,0,FALSE
Player State6659,-18,9,12,1,0,0,0,-3,0,FALSE
Player State6660,-18,9,12,1,0,0,0,-3,0,FALSE
Player State6661,-18,9,12,1,0,0,0,-3,0,FALSE
Player State6662,-18,9,12,1,0,0,0,-2,0,FALSE
Player State6663,-18,9,12,1,0,0,0,-2,0,FALSE
Player State6664,-18,9,12,1,0,0,0,-2,0,FALSE
Player State6665,-18,9,12,1,0,0,0,-2,0,FALSE
Player State6666,-18,9,12,1,0,0,0,-2,0,FALSE
Player State6667,-18,9,12,2,0,0,0,-2,0,FALSE
Player State6668,-18,9,12,2,0,0,0,-2,0,FALSE
Player State6669,-18,9,12,2,0,0,0,-2,0,FALSE
Player State6670,-18,9,12,2,0,0,0,-2,0,FALSE
Player State6671,-18,9,12,2,0,0,0,-1,0,FALSE
Player State6672,-18,9,12,2,0,0,0,-1,0,FALSE
Player State6673,-18,9,12,2,0,0,0,-1,0,FALSE
Player State6674,-18,9,12,3,0,0,0,-1,0,FALSE
Player State6675,-18,9,12,3,0,0,0,-1,0,FALSE
Player State6676,-18,9,12,3,0,0,0,-1,0,FALSE
Player State6677,-18,9,12,3,0,0,0,-1,0,FALSE
Player State6678,-18,9,12,3,0,0,0,-1,0,FALSE
Player State6679,-18,9,12,3,0,0,0,-1,0,FALSE
Player State6680,-18,9,12,3,0,0,0,-1,0,FALSE
Player State6681,-18,9,12,4,0,0,0,0,0,FALSE
Player State6682,-18,9,12,4,0,0,0,0,0,FALSE
Player State6683,-17,9,12,4,0,0,0,0,0,FALSE
Player State6684,-17,9,12,4,0,0,0,0,0,FALSE
Player State6685,-17,9,12,4,0,0,0,0,0,FALSE
Player State6686,-17,9,12,4,0,0,0,0,0,FALSE
Player State6687,-17,9,12,4,0,0,0,0,0,FALSE
Player State6688,-17,9,12,5,0,0,0,0,0,FALSE
Player State6689,-17,9,12,5,0,0,0,0,0,FALSE
Player State6690,-17,9,12,5,0,0,0,0,0,FALSE
Player State6691,-17,9,12,5,0,0,0,0,0,FALSE
Player State6692,-17,9,12,5,0,0,0,0,0,FALSE
Player State6693,-17,9,12,5,0,0,0,0,0,FALSE
Player State6694,-17,9,12,5,0,0,0,0,0,FALSE
Player State6695,-17,9,12,5,0,0,0,0,0,FALSE
Player State6696,-17,9,12,5,0,0,0,0,0,FALSE
Player State6697,-17,9,12,5,0,0,0,0,0,FALSE
Player State6698,-17,9,12,5,0,0,0,0,0,FALSE
Player State6699,-16,9,12,5,0,0,0,0,0,FALSE
Player State6700,-16,9,12,5,0,0,0,0,0,FALSE
Player State6701,-16,9,12,5,0,0,0,0,0,FALSE
Player State6702,-16,9,12,5,0,0,0,0,0,FALSE
Player State6703,-16,9,12,5,0,0,0,0,0,FALSE
Player State6704,-16,9,12,5,0,0,0,0,0,FALSE
Player State6705,-16,9,12,5,0,0,0,0,0,FALSE
Player State6706,-16,9,12,5,0,0,0,0,0,FALSE
Player State6707,-16,9,12,5,0,0,0,0,0,FALSE
Player State6708,-16,9,12,5,0,0,0,0,0,FALSE
Player State6709,-16,9,12,5,0,0,0,0,0,FALSE
Player State6710,-16,9,12,5,0,0,0,0,0,FALSE
Player State6711,-16,9,12,5,0,0,0,0,0,FALSE
Player State6712,-16,9,12,5,0,0,0,0,0,FALSE
Player State6713,-16,9,12,5,0,0,0,0,0,FALSE
Player State6714,-15,9,12,5,0,0,0,0,0,FALSE
Player State6715,-15,9,12,5,0,0,0,0,0,FALSE
Player State6716,-15,9,12,5,0,0,0,0,0,FALSE
Player State6717,-15,9,12,5,0,0,0,0,0,FALSE
Player State6718,-15,9,12,5,0,0,0,0,0,FALSE
Player State6719,-15,9,12,5,0,0,0,0,0,FALSE
Player State6720,-15,9,12,5,0,0,0,0,0,FALSE
Player State6721,-15,9,12,5,0,0,0,0,0,FALSE
Player State6722,-15,9,12,5,0,0,0,0,0,FALSE
Player State6723,-15,9,12,5,0,0,0,0,0,FALSE
Player State6724,-15,9,12,5,0,0,0,0,0,FALSE
Player State6725,-15,9,12,6,0,0,0,0,0,FALSE
Player State6726,-15,9,12,6,0,0,0,0,0,FALSE
Player State6727,-15,9,12,6,0,0,0,0,0,FALSE
Player State6728,-15,9,12,6,0,0,0,0,0,FALSE
Player State6729,-15,9,12,6,0,0,0,0,0,FALSE
Player State6730,-14,9,12,6,0,0,0,0,0,FALSE
Player State6731,-14,9,12,6,0,0,0,0,0,FALSE
Player State6732,-14,9,12,6,0,0,0,0,0,FALSE
Player State6733,-14,9,12,6,0,0,0,0,0,FALSE
Player State6734,-14,9,12,6,0,0,0,0,0,FALSE
Player State6735,-14,9,12,6,0,0,0,0,0,FALSE
Player State6736,-14,9,12,6,0,0,0,0,0,FALSE
Player State6737,-14,9,12,6,0,0,0,0,0,FALSE
Player State6738,-14,9,12,6,0,0,0,0,0,FALSE
Player State6739,-14,9,12,6,0,0,0,0,0,FALSE
Player State6740,-14,9,12,6,0,0,0,0,0,FALSE
Player State6741,-14,9,12,6,0,0,0,0,0,FALSE
Player State6742,-14,9,12,6,0,0,0,0,0,FALSE
Player State6743,-14,9,12,6,0,0,0,0,0,FALSE
Player State6744,-13,9,12,6,0,0,0,0,0,FALSE
Player State6745,-13,9,12,6,0,0,0,0,0,FALSE
Player State6746,-13,9,12,6,0,0,0,0,0,FALSE
Player State6747,-13,9,12,6,0,0,0,0,0,FALSE
Player State6748,-18,-1,15,0,5,-6,0,1,0,FALSE
Player State6749,-18,-1,15,0,5,7,0,1,0,FALSE
Player State6750,-18,-1,15,0,5,7,0,1,0,FALSE
Player State6751,-18,-1,15,0,5,7,0,1,0,FALSE
Player State6752,-18,-1,15,0,5,6,0,1,0,FALSE
Player State6753,-18,-1,15,0,5,6,0,1,0,FALSE
Player State6754,-18,-1,15,0,5,6,0,1,0,FALSE
Player State6755,-18,-1,15,0,5,6,0,1,0,FALSE
Player State6756,-18,0,15,0,5,5,0,0,0,FALSE
Player State6757,-18,0,15,0,5,5,0,0,0,FALSE
Player State6758,-18,0,15,0,5,5,0,0,0,FALSE
Player State6759,-18,0,16,0,5,4,0,0,0,FALSE
Player State6760,-18,0,16,0,5,4,0,0,0,FALSE
Player State6761,-18,0,16,0,5,4,0,0,0,FALSE
Player State6762,-18,0,16,0,4,4,0,0,0,FALSE
Player State6763,-18,0,16,0,4,4,0,0,0,FALSE
Player State6764,-18,0,16,0,4,3,0,0,0,FALSE
Player State6765,-18,0,16,0,4,3,0,0,0,FALSE
Player State6766,-18,0,16,0,4,3,0,0,0,FALSE
Player State6767,-18,0,16,0,4,3,0,0,0,FALSE
Player State6768,-18,0,16,0,4,3,0,0,0,FALSE
Player State6769,-18,0,16,0,4,3,0,0,0,FALSE
Player State6770,-18,0,16,0,4,3,0,-1,0,FALSE
Player State6771,-18,0,16,0,4,3,0,-1,0,FALSE
Player State6772,-18,0,16,0,4,2,0,-1,0,FALSE
Player State6773,-18,0,16,0,4,2,0,-1,0,FALSE
Player State6774,-18,0,16,0,4,2,0,-1,0,FALSE
Player State6775,-18,0,16,0,4,2,0,-1,0,FALSE
Player State6776,-18,0,16,0,4,2,0,-1,0,FALSE
Player State6777,-18,0,16,0,4,1,0,-1,0,FALSE
Player State6778,-18,0,16,0,4,1,0,-1,0,FALSE
Player State6779,-18,0,16,0,4,1,0,-1,0,FALSE
Player State6780,-18,0,16,0,4,1,0,-2,0,FALSE
Player State6781,-18,0,16,0,4,1,0,-2,0,FALSE
Player State6782,-18,0,16,0,3,0,0,-2,0,FALSE
Player State6783,-18,0,16,0,3,0,0,-2,0,FALSE
Player State6784,-18,0,16,0,3,0,0,-2,0,FALSE
Player State6785,-18,0,16,0,3,0,0,-2,0,FALSE
Player State6786,-18,0,16,0,3,0,0,-2,0,FALSE
Player State6787,-18,0,16,0,3,0,0,-2,0,FALSE
Player State6788,-18,0,16,0,3,0,0,-2,0,FALSE
Player State6789,-18,0,16,0,3,-1,0,-2,0,FALSE
Player State6790,-18,0,16,0,3,-1,0,-2,0,FALSE
Player State6791,-18,0,16,0,3,-1,0,-2,0,FALSE
Player State6792,-18,1,16,0,3,-2,0,-2,0,FALSE
Player State6793,-18,1,16,0,3,-2,0,-2,0,FALSE
Player State6794,-18,1,16,0,2,-2,0,-2,0,FALSE
Player State6795,-18,1,16,0,2,-2,0,-2,0,FALSE
Player State6796,-18,1,16,0,2,-2,0,-2,0,FALSE
Player State6797,-18,1,16,0,2,0,0,-2,0,FALSE
Player State6798,-18,1,16,0,2,0,0,-2,0,FALSE
Player State6799,-18,1,16,2,2,6,0,-2,0,FALSE
Player State6800,-18,1,16,2,2,6,0,-2,0,FALSE
Player State6801,-18,1,16,2,2,6,0,-2,0,FALSE
Player State6802,-18,1,16,2,2,5,0,-2,0,FALSE
Player State6803,-18,1,16,2,2,5,0,-2,0,FALSE
Player State6804,-18,1,17,2,2,5,0,-2,0,FALSE
Player State6805,-18,1,17,2,2,5,0,-2,0,FALSE
Player State6806,-18,1,17,2,1,5,0,-2,0,FALSE
Player State6807,-18,1,17,2,1,5,0,-2,0,FALSE
Player State6808,-18,1,17,2,1,5,0,-2,0,FALSE
Player State6809,-18,1,17,2,1,4,0,-2,0,FALSE
Player State6810,-18,1,17,2,1,4,0,-2,0,FALSE
Player State6811,-18,1,17,2,1,4,0,-2,0,FALSE
Player State6812,-18,1,17,2,1,3,0,-2,0,FALSE
Player State6813,-18,1,17,2,1,3,0,-2,0,FALSE
Player State6814,-18,1,17,2,1,3,0,-2,0,FALSE
Player State6815,-17,1,17,2,1,3,0,-2,0,FALSE
Player State6816,-17,1,17,2,1,3,0,-2,0,FALSE
Player State6817,-17,1,17,2,1,2,0,-2,0,FALSE
Player State6818,-17,1,17,2,1,2,0,-2,0,FALSE
Player State6819,-17,1,17,2,1,2,0,-2,0,FALSE
Player State6820,-17,1,17,2,0,1,0,-2,0,FALSE
Player State6821,-17,1,17,2,0,1,0,-2,0,FALSE
Player State6822,-17,1,17,2,0,1,0,-2,0,FALSE
Player State6823,-17,1,17,2,0,1,0,-2,0,FALSE
Player State6824,-17,1,17,2,0,0,0,-2,0,FALSE
Player State6825,-17,1,17,2,0,0,0,-2,0,FALSE
Player State6826,-17,1,17,2,0,0,0,-2,0,FALSE
Player State6827,-17,1,17,2,0,0,0,-2,0,FALSE
Player State6828,-17,1,17,2,0,0,0,-2,0,FALSE
Player State6829,-17,1,17,2,0,0,0,-2,0,FALSE
Player State6830,-17,1,17,2,0,0,0,-2,0,FALSE
Player State6831,-17,1,17,2,0,0,0,-2,0,FALSE
Player State6832,-17,1,17,2,0,0,0,-2,0,FALSE
Player State6833,-17,1,17,2,0,0,0,-2,0,FALSE
Player State6834,-17,1,17,2,0,0,0,-3,0,FALSE
Player State6835,-17,1,17,2,0,0,0,-3,0,FALSE
Player State6836,-17,1,17,2,0,-1,0,-3,0,FALSE
Player State6837,-17,1,17,2,0,-1,0,-3,0,FALSE
Player State6838,-17,1,17,2,0,-1,0,-3,0,FALSE
Player State6839,-17,1,17,2,0,-1,0,-3,0,FALSE
Player State6840,-17,1,17,2,0,-1,0,-3,0,FALSE
Player State6841,-17,1,17,2,0,-2,0,-3,0,FALSE
Player State6842,-17,1,17,2,0,-2,0,-3,0,FALSE
Player State6843,-17,1,17,2,0,-2,0,4,0,FALSE
Player State6844,-17,1,17,2,0,-2,0,4,0,FALSE
Player State6845,-17,1,17,1,0,-2,0,4,0,FALSE
Player State6846,-17,1,17,1,0,-2,0,4,0,FALSE
Player State6847,-17,1,17,1,0,-2,0,4,0,FALSE
Player State6848,-17,1,17,1,0,-3,0,4,0,FALSE
Player State6849,-17,1,17,1,0,-3,0,4,0,FALSE
Player State6850,-16,1,17,1,0,-3,0,4,0,FALSE
Player State6851,-16,1,17,1,0,-3,0,4,0,FALSE
Player State6852,-16,1,17,1,0,-3,0,4,0,FALSE
Player State6853,-16,1,17,1,0,-3,0,4,0,FALSE
Player State6854,-16,1,17,1,0,-3,0,4,0,FALSE
Player State6855,-16,1,17,1,0,-4,0,4,0,FALSE
Player State6856,-16,1,17,1,0,-4,0,4,0,FALSE
Player State6857,-16,1,17,1,0,-4,0,4,0,FALSE
Player State6858,-16,1,17,1,0,-4,0,4,0,FALSE
Player State6859,-16,1,17,1,0,-4,0,4,0,FALSE
Player State6860,-16,1,17,1,0,-4,0,4,0,FALSE
Player State6861,-16,1,17,1,0,-5,0,4,0,FALSE
Player State6862,-16,1,17,1,0,-5,0,4,0,FALSE
Player State6863,-16,1,17,1,0,-5,0,4,0,FALSE
Player State6864,-16,1,16,0,0,-5,0,4,0,FALSE
Player State6865,-16,1,16,0,0,-5,0,4,0,FALSE
Player State6866,-16,1,16,0,0,-6,0,4,0,FALSE
Player State6867,-16,1,16,0,0,-6,0,4,0,FALSE
Player State6868,-16,1,16,0,0,-6,0,4,0,FALSE
Player State6869,-16,2,16,0,0,-6,0,4,0,FALSE
Player State6870,-16,2,16,0,0,-6,0,4,0,FALSE
Player State6871,-16,2,16,0,0,-6,0,4,0,FALSE
Player State6872,-16,2,16,0,0,-7,0,4,0,FALSE
Player State6873,-16,2,16,0,0,-7,0,4,0,FALSE
Player State6874,-16,2,16,0,0,-7,0,4,0,FALSE
Player State6875,-16,2,16,0,0,-7,0,4,0,FALSE
Player State6876,-16,2,16,0,0,-7,0,4,0,FALSE
Player State6877,-16,2,16,0,0,-7,0,4,0,FALSE
Player State6878,-16,2,16,0,0,-8,0,4,0,FALSE
Player State6879,-16,2,16,0,0,-8,0,4,0,FALSE
Player State6880,-16,2,15,0,0,-8,0,4,0,FALSE
Player State6881,-16,2,15,0,0,-8,0,4,0,FALSE
Player State6882,-16,2,15,0,0,-8,0,4,0,FALSE
Player State6883,-16,2,15,0,0,-8,0,4,0,FALSE
Player State6884,-16,2,15,0,0,-9,0,4,0,FALSE
Player State6885,-16,2,15,0,0,-9,0,4,0,FALSE
Player State6886,-16,2,15,0,0,-9,0,4,0,FALSE
Player State6887,-16,2,15,0,0,-9,0,4,0,FALSE
Player State6888,-16,2,15,0,0,-9,0,4,0,FALSE
Player State6889,-16,2,14,0,0,-10,0,4,0,FALSE
Player State6890,-16,2,14,0,0,-10,0,4,0,FALSE
Player State6891,-16,2,14,0,0,-10,0,4,0,FALSE
Player State6892,-16,2,14,0,0,-10,0,4,0,FALSE
Player State6893,-16,2,14,0,0,-10,0,4,0,FALSE
Player State6894,-16,2,14,0,0,-11,0,4,0,FALSE
Player State6895,-16,2,14,0,0,-11,0,4,0,FALSE
Player State6896,-16,2,14,0,0,-11,0,4,0,FALSE
Player State6897,-16,2,14,0,0,-11,0,4,0,FALSE
Player State6898,-16,2,13,0,0,-11,0,4,0,FALSE
Player State6899,-16,2,13,0,0,-11,0,4,0,FALSE
Player State6900,-16,2,13,0,0,-11,0,4,0,FALSE
Player State6901,-16,2,13,0,0,-12,0,4,0,FALSE
Player State6902,-16,2,13,0,0,-12,0,4,0,FALSE
Player State6903,-16,2,13,-1,0,-12,0,4,0,FALSE
Player State6904,-16,2,13,-1,0,-12,0,4,0,FALSE
Player State6905,-16,2,13,-1,0,-12,0,4,0,FALSE
Player State6906,-16,2,13,-1,0,-12,0,4,0,FALSE
Player State6907,-16,2,12,-1,0,-13,0,4,0,FALSE
Player State6908,-16,2,12,-1,0,-13,0,4,0,FALSE
Player State6909,-16,2,12,-1,0,-13,0,4,0,FALSE
Player State6910,-16,2,12,-1,0,-13,0,4,0,FALSE
Player State6911,-16,2,12,-1,0,-13,0,4,0,FALSE
Player State6912,-16,2,12,-1,0,-14,0,4,0,FALSE
Player State6913,-16,2,12,-1,0,-14,0,4,0,FALSE
Player State6914,-16,2,12,-1,0,0,0,4,0,FALSE
Player State6915,-16,2,12,-1,0,0,0,4,0,FALSE
Player State6916,-16,2,12,-1,0,7,0,4,0,FALSE
Player State6917,-16,2,12,-1,0,7,0,4,0,FALSE
Player State6918,-17,2,12,-1,0,7,0,4,0,FALSE
Player State6919,-17,2,12,-1,0,7,0,4,0,FALSE
Player State6920,-17,2,12,-2,0,6,0,4,0,FALSE
Player State6921,-17,2,12,-2,0,6,0,4,0,FALSE
Player State6922,-17,2,12,-2,0,6,0,4,0,FALSE
Player State6923,-17,2,12,-2,0,6,0,4,0,FALSE
Player State6924,-17,2,12,-2,0,6,0,4,0,FALSE
Player State6925,-17,2,12,-2,0,5,0,4,0,FALSE
Player State6926,-17,2,12,-2,0,5,0,4,0,FALSE
Player State6927,-17,2,12,-2,0,5,0,4,0,FALSE
Player State6928,-17,2,12,-2,0,5,0,4,0,FALSE
Player State6929,-17,2,12,-2,0,5,0,4,0,FALSE
Player State6930,-17,2,13,-2,0,5,0,-3,0,FALSE
Player State6931,-17,2,13,-2,0,5,0,-3,0,FALSE
Player State6932,-17,2,13,-2,0,4,0,-3,0,FALSE
Player State6933,-17,2,13,-2,0,4,0,-3,0,FALSE
Player State6934,-17,2,13,-2,0,4,0,-3,0,FALSE
Player State6935,-17,2,13,-2,0,4,0,-3,0,FALSE
Player State6936,-17,2,13,-2,0,4,0,-3,0,FALSE
Player State6937,-17,2,13,-2,0,3,0,-3,0,FALSE
Player State6938,-17,2,13,-2,0,3,0,-3,0,FALSE
Player State6939,-17,2,13,-1,0,3,0,-2,0,FALSE
Player State6940,-17,2,13,-1,0,3,0,-2,0,FALSE
Player State6941,-17,2,13,-1,0,3,0,-2,0,FALSE
Player State6942,-17,2,13,-1,0,3,0,-2,0,FALSE
Player State6943,-17,2,13,-1,0,2,0,-2,0,FALSE
Player State6944,-17,2,13,-1,0,2,0,-2,0,FALSE
Player State6945,-17,2,13,-1,0,2,0,-2,0,FALSE
Player State6946,-17,2,13,-1,0,2,0,-2,0,FALSE
Player State6947,-17,2,13,-1,0,2,0,-1,0,FALSE
Player State6948,-17,2,13,-1,0,2,0,-1,0,FALSE
Player State6949,-17,2,13,-1,0,1,0,-1,0,FALSE
Player State6950,-17,2,13,-1,0,1,0,-1,0,FALSE
Player State6951,-17,2,13,-1,0,1,0,-1,0,FALSE
Player State6952,-17,2,13,-1,0,1,0,-1,0,FALSE
Player State6953,-17,2,13,-1,0,1,0,-1,0,FALSE
Player State6954,-17,2,13,-1,0,1,0,-1,0,FALSE
Player State6955,-17,2,13,-1,0,0,0,-1,0,FALSE
Player State6956,-17,2,13,-1,0,0,0,-1,0,FALSE
Player State6957,-17,2,13,-1,0,0,0,0,0,FALSE
Player State6958,-17,2,13,-1,0,0,0,0,0,FALSE
Player State6959,-17,2,13,0,0,0,0,0,0,FALSE
Player State6960,-17,2,13,0,0,0,0,0,0,FALSE
Player State6961,-17,2,13,0,0,0,0,0,0,FALSE
Player State6962,-17,2,13,0,0,0,0,0,0,FALSE
Player State6963,-17,2,13,0,0,0,0,0,0,FALSE
Player State6964,-17,2,13,0,0,0,0,0,0,FALSE
Player State6965,-17,2,13,0,0,0,0,0,0,FALSE
Player State6966,-17,2,13,0,0,-1,0,0,0,FALSE
Player State6967,-17,2,13,0,0,-1,0,0,0,FALSE
Player State6968,-17,2,13,0,0,-1,0,0,0,FALSE
Player State6969,-17,2,13,0,0,-1,0,0,0,FALSE
Player State6970,-17,2,13,0,0,-2,0,0,0,FALSE
Player State6971,-17,2,13,0,0,-2,0,0,0,FALSE
Player State6972,-17,2,13,0,0,-2,0,0,0,FALSE
Player State6973,-17,2,13,0,0,-2,0,0,0,FALSE
Player State6974,-17,2,13,0,0,-2,0,0,0,FALSE
Player State6975,-17,2,13,0,0,-3,0,0,0,FALSE
Player State6976,-17,2,13,0,0,-3,0,0,0,FALSE
Player State6977,-17,2,13,0,0,-3,0,0,0,FALSE
Player State6978,-17,2,13,0,0,-3,0,0,0,FALSE
Player State6979,-17,2,13,0,0,-3,0,0,0,FALSE
Player State6980,-17,2,13,0,0,-3,0,0,0,FALSE
Player State6981,-17,2,13,0,0,-4,0,0,0,FALSE
Player State6982,-17,2,13,0,0,-4,0,0,0,FALSE
Player State6983,-17,2,13,0,0,-4,0,0,0,FALSE
Player State6984,-17,2,13,0,0,-4,0,0,0,FALSE
Player State6985,-17,2,13,0,0,-4,0,0,0,FALSE
Player State6986,-17,2,13,0,0,-5,0,0,0,FALSE
Player State6987,-17,2,13,0,0,-5,0,0,0,FALSE
Player State6988,-17,2,12,0,0,-5,0,0,0,FALSE
Player State6989,-17,2,12,0,0,-5,0,0,0,FALSE
Player State6990,-17,2,12,0,0,-5,0,0,0,FALSE
Player State6991,-17,2,12,0,0,-5,0,0,0,FALSE
Player State6992,-17,2,12,0,0,-6,0,0,0,FALSE
Player State6993,-17,2,12,0,0,-6,0,0,0,FALSE
Player State6994,-17,2,12,1,0,-6,0,0,0,FALSE
Player State6995,-17,2,12,1,0,-6,0,0,0,FALSE
Player State6996,-17,2,12,1,0,-6,0,0,0,FALSE
Player State6997,-17,2,12,1,0,-6,0,0,0,FALSE
Player State6998,-17,2,12,1,0,-7,0,0,0,FALSE
Player State6999,-17,2,12,1,0,-7,0,0,0,FALSE
Player State7000,-17,2,12,1,0,-7,0,0,0,FALSE
Player State7001,-17,2,12,1,0,-7,0,0,0,FALSE
Player State7002,-17,2,12,1,0,0,0,0,0,FALSE
Player State7003,-17,2,12,1,0,0,0,0,0,FALSE
Player State7004,-17,2,12,1,0,0,0,0,0,FALSE
Player State7005,-17,2,12,1,0,0,0,0,0,FALSE
Player State7006,-17,2,12,2,0,0,0,0,0,FALSE
Player State7007,-17,2,12,2,0,0,0,0,0,FALSE
Player State7008,-17,2,12,2,0,0,0,0,0,FALSE
Player State7009,-17,2,12,2,0,0,0,0,0,FALSE
Player State7010,-17,2,12,2,0,0,0,0,0,FALSE
Player State7011,-17,2,12,3,0,0,0,0,0,FALSE
Player State7012,-17,2,12,3,0,0,0,0,0,FALSE
Player State7013,-17,2,12,3,0,0,0,0,0,FALSE
Player State7014,-17,2,12,3,0,0,0,0,0,FALSE
Player State7015,-17,2,12,3,0,0,0,0,0,FALSE
Player State7016,-17,2,12,3,0,0,0,0,0,FALSE
Player State7017,-17,2,12,4,0,0,0,0,0,FALSE
Player State7018,-17,2,12,4,0,0,0,0,0,FALSE
Player State7019,-17,2,12,4,0,0,0,0,0,FALSE
Player State7020,-16,2,12,4,0,0,0,0,0,FALSE
Player State7021,-16,2,12,4,0,0,0,0,0,FALSE
Player State7022,-16,2,12,4,0,0,0,0,0,FALSE
Player State7023,-16,2,12,4,0,0,0,0,0,FALSE
Player State7024,-16,2,12,4,0,0,0,0,0,FALSE
Player State7025,-4,-17,6,3,-5,-13,0,0,0,FALSE
Player State7026,-4,-17,6,3,-5,7,0,0,0,FALSE
Player State7027,-4,-17,6,3,-5,7,0,0,0,FALSE
Player State7028,-4,-17,6,3,-4,7,0,0,0,FALSE
Player State7029,-4,-17,6,3,-4,7,0,0,0,FALSE
Player State7030,-4,-17,7,3,-4,6,0,0,0,FALSE
Player State7031,-4,-17,7,3,-4,6,0,0,0,FALSE
Player State7032,-4,-17,7,3,-4,6,0,0,0,FALSE
Player State7033,-4,-17,7,3,-4,6,0,0,0,FALSE
Player State7034,-4,-17,7,3,-4,5,0,0,0,FALSE
Player State7035,-4,-17,7,3,-4,5,0,0,0,FALSE
Player State7036,-4,-17,7,3,-4,5,0,1,0,FALSE
Player State7037,-4,-17,7,3,-4,5,0,1,0,FALSE
Player State7038,-4,-17,7,3,-4,5,0,1,0,FALSE
Player State7039,-4,-17,7,3,-4,5,0,1,0,FALSE
Player State7040,-4,-17,7,3,-4,4,0,1,0,FALSE
Player State7041,-4,-17,7,3,-4,4,0,1,0,FALSE
Player State7042,-4,-18,7,3,-4,4,0,1,0,FALSE
Player State7043,-4,-18,7,3,-4,4,0,1,0,FALSE
Player State7044,-4,-18,7,3,-4,4,0,1,0,FALSE
Player State7045,-4,-18,7,3,-4,4,0,1,0,FALSE
Player State7046,-4,-18,7,3,-4,3,0,1,0,FALSE
Player State7047,-4,-18,7,3,-4,3,0,1,0,FALSE
Player State7048,-4,-18,8,3,-3,3,0,1,0,FALSE
Player State7049,-4,-18,8,3,-3,3,0,1,0,FALSE
Player State7050,-4,-18,8,3,-3,3,0,1,0,FALSE
Player State7051,-4,-18,8,3,-3,3,0,1,0,FALSE
Player State7052,-4,-18,8,3,-3,3,0,1,0,FALSE
Player State7053,-4,-18,8,3,-3,3,0,1,0,FALSE
Player State7054,-4,-18,8,3,-3,2,0,1,0,FALSE
Player State7055,-4,-18,8,3,-3,2,0,1,0,FALSE
Player State7056,-4,-18,8,3,-3,2,0,1,0,FALSE
Player State7057,-4,-18,8,3,-3,2,0,1,0,FALSE
Player State7058,-3,-18,8,3,-3,1,0,1,0,FALSE
Player State7059,-3,-18,8,3,-3,1,0,1,0,FALSE
Player State7060,-3,-18,8,3,-3,1,0,1,0,FALSE
Player State7061,-3,-18,8,3,-3,1,0,1,0,FALSE
