---,X,Y,Z,VX,VY,VZ,pitch,yaw,roll,bisBridgeOut
Player State477,"-15","-5","13","0","0","0","0","0","0","False"
Player State478,"-15","-5","13","0","0","0","0","0","0","False"
Player State479,"-15","-5","13","0","0","0","0","0","0","False"
Player State480,"-15","-5","13","0","0","0","0","0","0","False"
Player State481,"-15","-5","13","0","0","0","0","0","0","False"
Player State482,"-15","-5","13","0","0","0","0","0","0","False"
Player State483,"-15","-5","13","0","0","0","0","0","0","False"
Player State484,"-15","-5","13","0","0","0","0","0","0","False"
Player State485,"-15","-5","13","0","0","0","0","0","0","False"
Player State486,"-15","-5","13","0","0","0","0","0","0","False"
Player State487,"-15","-5","13","0","0","0","0","0","0","False"
Player State488,"-15","-5","13","0","0","0","0","0","0","False"
Player State489,"-15","-5","13","0","0","0","0","0","0","False"
Player State490,"-15","-5","13","0","0","0","0","0","0","False"
Player State491,"-15","-5","13","0","0","0","0","0","0","False"
Player State492,"-15","-5","13","0","0","0","0","0","0","False"
Player State493,"-15","-5","13","0","0","0","0","0","0","False"
Player State494,"-15","-5","13","0","0","0","0","0","0","False"
Player State495,"-15","-5","13","0","0","0","0","0","0","False"
Player State496,"-15","-5","13","0","0","0","0","0","0","False"
Player State497,"-15","-5","13","0","0","0","0","0","0","False"
Player State498,"-15","-5","13","0","0","0","0","0","0","False"
Player State499,"-15","-5","13","0","0","0","0","0","0","False"
Player State500,"-15","-5","13","0","0","0","0","0","0","False"
Player State501,"-15","-5","13","0","0","0","0","0","0","False"
Player State502,"-15","-5","13","0","0","0","0","0","0","False"
Player State503,"-15","-5","13","0","0","0","0","0","0","False"
Player State504,"-15","-5","13","0","0","0","0","0","0","False"
Player State505,"-15","-5","13","0","0","0","0","0","0","False"
Player State506,"-15","-5","13","0","0","0","0","0","0","False"
Player State507,"-15","-5","13","0","0","0","0","0","0","False"
Player State508,"-15","-5","13","0","0","0","0","0","0","False"
Player State509,"-15","-5","13","0","0","0","0","0","0","False"
Player State510,"-15","-5","13","0","0","0","0","0","0","False"
Player State511,"-15","-5","13","0","0","0","0","0","0","False"
Player State512,"-15","-5","13","0","0","0","0","0","0","False"
Player State513,"-15","-5","13","0","0","0","0","0","0","False"
Player State514,"-15","-5","13","0","0","0","0","0","0","False"
Player State515,"-15","-5","13","0","0","0","0","0","0","False"
Player State516,"-15","-5","13","0","0","0","0","0","0","False"
Player State517,"-15","-5","13","0","0","0","0","0","0","False"
Player State518,"-15","-5","13","0","0","0","0","0","0","False"
Player State519,"-15","-5","13","0","0","0","0","0","0","False"
Player State520,"-15","-5","13","0","0","0","0","0","0","False"
Player State521,"-15","-5","13","0","0","0","0","0","0","False"
Player State522,"-15","-5","13","0","0","0","0","0","0","False"
Player State523,"-15","-5","13","0","0","0","0","0","0","False"
Player State524,"-15","-5","13","0","0","0","0","0","0","False"
Player State525,"-15","-5","13","0","0","0","0","0","0","False"
Player State526,"-15","-5","13","0","0","0","0","0","0","False"
Player State527,"-15","-5","13","0","0","0","0","0","0","False"
Player State528,"-15","-5","13","0","0","0","0","0","0","False"
Player State529,"-15","-5","13","0","0","0","0","0","0","False"
Player State530,"-15","-5","13","0","0","0","0","0","0","False"
Player State531,"-15","-5","13","0","0","0","0","0","0","False"
Player State532,"-15","-5","13","0","0","0","0","0","0","False"
Player State533,"-15","-5","13","0","0","0","0","0","0","False"
Player State534,"-15","-5","13","0","0","0","0","0","0","False"
Player State535,"-15","-5","13","0","0","0","0","0","0","False"
Player State536,"-15","-5","13","0","0","0","0","0","0","False"
Player State537,"-15","-5","13","0","0","0","0","0","0","False"
Player State538,"-15","-5","13","0","0","0","0","0","0","False"
Player State539,"-15","-5","13","0","0","0","0","0","0","False"
Player State540,"-15","-5","13","0","0","0","0","0","0","False"
Player State541,"-15","-5","13","0","0","0","0","0","0","False"
Player State542,"-15","-5","13","0","0","0","0","0","0","False"
Player State543,"-15","-5","13","0","0","0","0","0","0","False"
Player State544,"-15","-5","13","0","0","0","0","0","0","False"
Player State545,"-15","-5","13","0","0","0","0","0","0","False"
Player State546,"-15","-5","13","0","0","0","0","0","0","False"
Player State547,"-15","-5","13","0","0","0","0","0","0","False"
Player State548,"-15","-5","13","0","0","0","0","0","0","False"
Player State549,"-15","-5","13","0","0","0","0","0","0","False"
Player State550,"-15","-5","13","0","0","0","0","0","0","False"
Player State551,"-15","-5","13","0","0","0","0","0","0","False"
Player State552,"-15","-5","13","0","0","0","0","0","0","False"
Player State553,"-15","-5","13","0","0","0","0","0","0","False"
Player State554,"-15","-5","13","0","0","0","0","0","0","False"
Player State555,"-15","-5","13","0","0","0","0","0","0","False"
Player State556,"-15","-5","13","0","0","0","0","0","0","False"
Player State557,"-15","-5","13","0","0","0","0","0","0","False"
Player State558,"-15","-5","13","0","0","0","0","0","0","False"
Player State559,"-15","-5","13","0","0","0","0","0","0","False"
Player State560,"-15","-5","13","0","0","0","0","0","0","False"
Player State561,"-15","-5","13","0","0","0","0","0","0","False"
Player State562,"-15","-5","13","0","0","0","0","0","0","False"
Player State563,"-15","-5","13","0","0","0","0","0","0","False"
Player State564,"-15","-5","13","0","0","0","0","0","0","False"
Player State565,"-15","-5","13","0","0","0","0","0","0","False"
Player State566,"-15","-5","13","0","0","0","0","0","0","False"
Player State567,"-15","-5","13","0","0","0","0","0","0","False"
Player State568,"-15","-5","13","0","0","0","0","0","0","False"
Player State569,"-15","-5","13","0","0","0","0","0","0","False"
Player State570,"-15","-5","13","0","0","0","0","0","0","False"
Player State571,"-15","-5","13","0","0","0","0","0","0","False"
Player State572,"-15","-5","13","0","0","0","0","0","0","False"
Player State573,"-15","-5","13","0","0","0","0","0","0","False"
Player State574,"-15","-5","13","0","0","0","0","0","0","False"
Player State575,"-15","-5","13","0","0","0","0","0","0","False"
Player State576,"-15","-5","13","0","0","0","0","0","0","False"
Player State577,"-15","-5","13","0","0","0","0","0","0","False"
Player State578,"-15","-5","13","0","0","0","0","0","0","False"
Player State579,"-15","-5","13","0","0","0","0","0","0","False"
Player State580,"-15","-5","13","0","0","0","0","0","0","False"
Player State581,"-15","-5","13","0","0","0","0","0","0","False"
Player State582,"-15","-5","13","0","0","0","0","0","0","False"
Player State583,"-15","-5","13","0","0","0","0","0","0","False"
Player State584,"-15","-5","13","0","0","0","0","0","0","False"
Player State585,"-15","-5","13","0","0","0","0","0","0","False"
Player State586,"-15","-5","13","0","0","0","0","0","0","False"
Player State587,"-15","-5","13","0","0","0","0","0","0","False"
Player State588,"-15","-5","13","0","0","0","0","0","0","False"
Player State589,"-15","-5","13","0","0","0","0","0","0","False"
Player State590,"-15","-5","13","0","0","0","0","0","0","False"
Player State591,"-15","-5","13","0","0","0","0","0","0","False"
Player State592,"-15","-5","13","0","0","0","0","0","0","False"
Player State593,"-15","-5","13","0","0","0","0","0","0","False"
Player State594,"-15","-5","13","0","0","0","0","0","0","False"
Player State595,"-15","-5","13","0","0","0","0","0","0","False"
Player State596,"-15","-5","13","0","0","0","0","0","0","False"
Player State597,"-15","-5","13","0","0","0","0","0","0","False"
Player State598,"-15","-5","13","0","0","0","0","0","0","False"
Player State599,"-15","-5","13","0","0","0","0","0","0","False"
Player State600,"-15","-5","13","0","0","0","0","0","0","False"
Player State601,"-15","-5","13","0","0","0","0","0","0","False"
Player State602,"-15","-5","13","0","0","0","0","0","0","False"
Player State603,"-15","-5","13","0","0","0","0","0","0","False"
Player State604,"-15","-5","13","0","0","0","0","0","0","False"
Player State605,"-15","-5","13","0","0","0","0","0","0","False"
Player State606,"-15","-5","13","0","0","0","0","0","0","False"
Player State607,"-15","-5","13","0","0","0","0","0","0","False"
Player State608,"-15","-5","13","0","0","0","0","0","0","False"
Player State609,"-15","-5","13","0","0","0","0","0","0","False"
Player State610,"-15","-5","13","0","0","0","0","0","0","False"
Player State611,"-15","-5","13","0","0","0","0","0","0","False"
Player State612,"-15","-5","13","0","0","0","0","0","0","False"
Player State613,"-15","-5","13","0","0","0","0","0","0","False"
Player State614,"-15","-5","13","0","0","0","0","0","0","False"
Player State615,"-15","-5","13","0","0","0","0","0","0","False"
Player State616,"-15","-5","13","0","0","0","0","0","0","False"
Player State617,"-15","-5","13","0","0","0","0","0","0","False"
Player State618,"-15","-5","13","0","0","0","0","0","0","False"
Player State619,"-15","-5","13","0","0","0","0","0","0","False"
Player State620,"-15","-5","13","0","0","0","0","0","0","False"
Player State621,"-15","-5","13","0","0","0","0","0","0","False"
Player State622,"-15","-5","13","0","0","0","0","0","0","False"
Player State623,"-15","-5","13","0","0","0","0","0","0","False"
Player State624,"-15","-5","13","0","0","0","0","0","0","False"
Player State625,"-15","-5","13","0","0","0","0","0","0","False"
Player State626,"-15","-5","13","0","0","0","0","0","0","False"
Player State627,"-15","-5","13","0","0","0","0","0","0","False"
Player State628,"-15","-5","13","0","0","0","0","0","0","False"
Player State629,"-15","-5","13","0","0","0","0","0","0","False"
Player State630,"-15","-5","13","0","0","0","0","0","0","False"
Player State631,"-15","-5","13","0","0","0","0","0","0","False"
Player State632,"-15","-5","13","0","0","0","0","0","0","False"
Player State633,"-15","-5","13","0","0","0","0","0","0","False"
Player State634,"-15","-5","13","0","0","0","0","0","0","False"
Player State635,"-15","-5","13","0","0","0","0","0","0","False"
Player State636,"-15","-5","13","0","0","0","0","0","0","False"
Player State637,"-15","-5","13","0","0","0","0","0","0","False"
Player State638,"-15","-5","13","0","0","0","0","0","0","False"
Player State639,"-15","-5","13","0","0","0","0","0","0","False"
Player State640,"-15","-5","13","0","0","0","0","0","0","False"
Player State641,"-15","-5","13","0","0","0","0","0","0","False"
Player State642,"-15","-5","13","0","0","0","0","0","0","False"
Player State643,"-15","-5","13","0","0","0","0","0","0","False"
Player State644,"-15","-5","13","0","0","0","0","0","0","False"
Player State645,"-15","-5","13","0","0","0","0","0","0","False"
Player State646,"-15","-5","13","0","0","0","0","0","0","False"
Player State647,"-15","-5","13","0","0","0","0","0","0","False"
Player State648,"-15","-5","13","0","0","0","0","0","0","False"
Player State649,"-15","-5","13","0","0","0","0","0","0","False"
Player State650,"-15","-5","13","0","0","0","0","0","0","False"
Player State651,"-15","-5","13","0","0","0","0","0","0","False"
Player State652,"-15","-5","13","0","0","0","0","0","0","False"
Player State653,"-15","-5","13","0","0","0","0","0","0","False"
Player State654,"-15","-5","13","0","0","0","0","0","0","False"
Player State655,"-15","-5","13","0","0","0","0","0","0","False"
Player State656,"-15","-5","13","0","0","0","0","0","0","False"
Player State657,"-15","-5","13","0","0","0","0","0","0","False"
Player State658,"-15","-5","13","0","0","0","0","0","0","False"
Player State659,"-15","-5","13","0","0","0","0","0","0","False"
Player State660,"-15","-5","13","0","0","0","0","0","0","False"
Player State661,"-15","-5","13","0","0","0","0","0","0","False"
Player State662,"-15","-5","13","0","0","0","0","0","0","False"
Player State663,"-15","-5","13","0","0","0","0","0","0","False"
Player State664,"-15","-5","13","0","0","0","0","0","0","False"
Player State665,"-15","-5","13","0","0","0","0","0","0","False"
Player State666,"-15","-5","13","0","0","0","0","0","0","False"
Player State667,"-15","-5","13","0","0","0","0","0","0","False"
Player State668,"-15","-5","13","0","0","0","0","0","0","False"
Player State669,"-15","-5","13","0","0","0","0","0","0","False"
Player State670,"-15","-5","13","0","0","0","0","0","0","False"
Player State671,"-15","-5","13","0","0","0","0","0","0","False"
Player State672,"-15","-5","13","0","0","0","0","0","0","False"
Player State673,"-15","-5","13","0","0","0","0","0","0","False"
Player State674,"-15","-5","13","0","0","0","0","0","0","False"
Player State675,"-15","-5","13","0","0","0","0","0","0","False"
Player State676,"-15","-5","13","0","0","0","0","0","0","False"
Player State677,"-15","-5","13","0","0","0","0","0","0","False"
Player State678,"-15","-5","13","0","0","0","0","0","0","False"
Player State679,"-15","-5","13","0","0","0","0","0","0","False"
Player State680,"-15","-5","13","0","0","0","0","0","0","False"
Player State681,"-15","-5","13","0","0","0","0","0","0","False"
Player State682,"-15","-5","13","0","0","0","0","0","0","False"
Player State683,"-15","-5","13","0","0","0","0","0","0","False"
Player State684,"-15","-5","13","0","0","0","0","0","0","False"
Player State685,"-15","-5","13","0","0","0","0","0","0","False"
Player State686,"-15","-5","13","0","0","0","0","0","0","False"
Player State687,"-15","-5","13","0","0","0","0","0","0","False"
Player State688,"-15","-5","13","0","0","0","0","0","0","False"
Player State689,"-15","-5","13","0","0","0","0","0","0","False"
Player State690,"-15","-5","13","0","0","0","0","0","0","False"
Player State691,"-15","-5","13","0","0","0","0","0","0","False"
Player State692,"-15","-5","13","0","0","0","0","0","0","False"
Player State693,"-15","-5","13","0","0","0","0","0","0","False"
Player State694,"-15","-5","13","0","0","0","0","0","0","False"
Player State695,"-15","-5","13","0","0","0","0","0","0","False"
Player State696,"-15","-5","13","0","0","0","0","0","0","False"
Player State697,"-15","-5","13","0","0","0","0","0","0","False"
Player State698,"-15","-5","13","0","0","0","0","0","0","False"
Player State699,"-15","-5","13","0","0","0","0","0","0","False"
Player State700,"-15","-5","13","0","0","0","0","0","0","False"
Player State701,"-15","-5","13","0","0","0","0","0","0","False"
Player State702,"-15","-5","13","0","0","0","0","0","0","False"
Player State703,"-15","-5","13","0","0","0","0","0","0","False"
Player State704,"-15","-5","13","0","0","0","0","0","0","False"
Player State705,"-15","-5","13","0","0","0","0","0","0","False"
Player State706,"-15","-5","13","0","0","0","0","0","0","False"
Player State707,"-15","-5","13","0","0","0","0","0","0","False"
Player State708,"-15","-5","13","0","0","0","0","0","0","False"
Player State709,"-15","-5","13","0","0","0","0","0","0","False"
Player State710,"-15","-5","13","0","0","0","0","0","0","False"
Player State711,"-15","-5","13","0","0","0","0","0","0","False"
Player State712,"-15","-5","13","0","0","0","0","0","0","False"
Player State713,"-15","-5","13","0","0","0","0","0","0","False"
Player State714,"-15","-5","13","0","0","0","0","0","0","False"
Player State715,"-15","-5","13","0","0","0","0","0","0","False"
Player State716,"-15","-5","13","0","0","0","0","0","0","False"
Player State717,"-15","-5","13","0","0","0","0","0","0","False"
Player State718,"-15","-5","13","0","0","0","0","0","0","False"
Player State719,"-15","-5","13","0","0","0","0","0","0","False"
Player State720,"-15","-5","13","0","0","0","0","0","0","False"
Player State721,"-15","-5","13","0","0","0","0","0","0","False"
Player State722,"-15","-5","13","0","0","0","0","0","0","False"
Player State723,"-15","-5","13","0","0","0","0","0","0","False"
Player State724,"-15","-5","13","0","0","0","0","0","0","False"
Player State725,"-15","-5","13","0","0","0","0","0","0","False"
Player State726,"-15","-5","13","0","0","0","0","0","0","False"
Player State727,"-15","-5","13","0","0","0","0","0","0","False"
Player State728,"-15","-5","13","0","0","0","0","0","0","False"
Player State729,"-15","-5","13","0","0","0","0","0","0","False"
Player State730,"-15","-5","13","0","0","0","0","0","0","False"
Player State731,"-15","-5","13","0","0","0","0","0","0","False"
Player State732,"-15","-5","13","0","0","0","0","0","0","False"
Player State733,"-15","-5","13","0","0","0","0","0","0","False"
Player State734,"-15","-5","13","0","0","0","0","0","0","False"
Player State735,"-15","-5","13","0","0","0","0","0","0","False"
Player State736,"-15","-5","13","0","0","0","0","0","0","False"
Player State737,"-15","-5","13","0","0","0","0","0","0","False"
Player State738,"-15","-5","13","0","0","0","0","0","0","False"
Player State739,"-15","-5","13","0","0","0","0","0","0","False"
Player State740,"-15","-5","13","0","0","0","0","0","0","False"
Player State741,"-15","-5","13","0","0","0","0","0","0","False"
Player State742,"-15","-5","13","0","0","0","0","0","0","False"
Player State743,"-15","-5","13","0","0","0","0","0","0","False"
Player State744,"-15","-5","13","0","0","0","0","0","0","False"
Player State745,"-15","-5","13","0","0","0","0","0","0","False"
Player State746,"-15","-5","13","0","0","0","0","0","0","False"
Player State747,"-15","-5","13","0","0","0","0","0","0","False"
Player State748,"-15","-5","13","0","0","0","0","0","0","False"
Player State749,"-15","-5","13","0","0","0","0","0","0","False"
Player State750,"-15","-5","13","0","0","0","0","0","0","False"
Player State751,"-15","-5","13","0","0","0","0","0","0","False"
Player State752,"-15","-5","13","0","0","0","0","0","0","False"
Player State753,"-15","-5","13","0","0","0","0","0","0","False"
Player State754,"-15","-5","13","0","0","0","0","0","0","False"
Player State755,"-15","-5","13","0","0","0","0","0","0","False"
Player State756,"-15","-5","13","0","0","0","0","0","0","False"
Player State757,"-15","-5","13","0","0","0","0","0","0","False"
Player State758,"-15","-5","13","0","0","0","0","0","0","False"
Player State759,"-15","-5","13","0","0","0","0","0","0","False"
Player State760,"-15","-5","13","0","0","0","0","0","0","False"
Player State761,"-15","-5","13","0","0","0","0","0","0","False"
Player State762,"-15","-5","13","0","0","0","0","0","0","False"
Player State763,"-15","-5","13","0","0","0","0","0","0","False"
Player State764,"-15","-5","13","0","0","0","0","0","0","False"
Player State765,"-15","-5","13","0","0","0","0","0","0","False"
Player State766,"-15","-5","13","0","0","0","0","0","0","False"
Player State767,"-15","-5","13","0","0","0","0","0","0","False"
Player State768,"-15","-5","13","0","0","0","0","0","0","False"
Player State769,"-15","-5","13","0","0","0","0","0","0","False"
Player State770,"-15","-5","13","0","0","0","0","0","0","False"
Player State771,"-15","-5","13","0","0","0","0","0","0","False"
Player State772,"-15","-5","13","0","0","0","0","0","0","False"
Player State773,"-15","-5","13","0","0","0","0","0","0","False"
Player State774,"-15","-5","13","0","0","0","0","0","0","False"
Player State775,"-15","-5","13","0","0","0","0","0","0","False"
Player State776,"-15","-5","13","0","0","0","0","0","0","False"
Player State777,"-15","-5","13","0","0","0","0","0","0","False"
Player State778,"-15","-5","13","0","0","0","0","0","0","False"
Player State779,"-15","-5","13","0","0","0","0","0","0","False"
Player State780,"-15","-5","13","0","0","0","0","0","0","False"
Player State781,"-15","-5","13","0","0","0","0","0","0","False"
Player State782,"12","6","13","-2","5","2","0","3","0","False"
Player State783,"12","6","13","-2","5","2","0","3","0","False"
Player State784,"12","6","13","-2","5","2","0","3","0","False"
Player State785,"11","6","13","-2","5","2","0","3","0","False"
Player State786,"11","6","13","-2","5","2","0","3","0","False"
Player State787,"11","6","13","-2","5","2","0","3","0","False"
Player State788,"11","6","13","-2","5","2","0","3","0","False"
Player State789,"11","6","13","-2","5","2","0","3","0","False"
Player State790,"11","6","13","-2","5","1","0","3","0","False"
Player State791,"11","6","13","-2","5","1","0","3","0","False"
Player State792,"11","6","13","-2","5","1","0","3","0","False"
Player State793,"11","6","13","-2","5","1","0","3","0","False"
Player State794,"11","7","13","-2","5","1","0","3","0","False"
Player State795,"11","7","13","-2","5","1","0","3","0","False"
Player State796,"11","7","13","-2","5","1","0","3","0","False"
Player State797,"11","7","13","-2","5","1","0","3","0","False"
Player State798,"11","7","13","-2","5","1","0","3","0","False"
Player State799,"11","7","13","-2","5","0","0","3","0","False"
Player State800,"11","7","13","-2","5","0","0","3","0","False"
Player State801,"11","7","13","-2","5","0","0","3","0","False"
Player State802,"11","7","13","-2","5","0","0","3","0","False"
Player State803,"11","7","13","-2","4","0","0","3","0","False"
Player State804,"11","7","13","-2","4","0","0","3","0","False"
Player State805,"11","7","13","-2","4","0","0","3","0","False"
Player State806,"11","7","13","-2","4","0","0","3","0","False"
Player State807,"11","7","13","-2","4","0","0","3","0","False"
Player State808,"11","7","13","-2","4","0","0","3","0","False"
Player State809,"11","7","13","-2","4","0","0","3","0","False"
Player State810,"11","7","13","-2","4","0","0","3","0","False"
Player State811,"11","7","13","-2","3","0","0","3","0","False"
Player State812,"11","7","13","-2","3","0","0","3","0","False"
Player State813,"11","7","13","-2","3","0","0","3","0","False"
Player State814,"11","7","13","-2","3","0","0","3","0","False"
Player State815,"11","7","13","-1","3","0","0","3","0","False"
Player State816,"11","7","13","-1","3","0","0","3","0","False"
Player State817,"11","7","13","-1","3","0","0","3","0","False"
Player State818,"11","7","13","-1","3","-1","0","3","0","False"
Player State819,"11","7","13","-1","3","-1","0","3","0","False"
Player State820,"11","7","13","-1","3","-1","0","3","0","False"
Player State821,"11","7","13","-1","3","-1","0","3","0","False"
Player State822,"11","7","13","-1","2","-1","0","3","0","False"
Player State823,"11","7","13","-1","2","-1","0","3","0","False"
Player State824,"11","7","13","-1","2","-1","0","3","0","False"
Player State825,"11","7","13","-1","2","-1","0","3","0","False"
Player State826,"11","7","13","-1","2","-1","0","3","0","False"
Player State827,"11","7","13","-1","2","-2","0","3","0","False"
Player State828,"11","7","13","-1","2","-2","0","3","0","False"
Player State829,"11","7","13","-1","2","-2","0","3","0","False"
Player State830,"11","7","13","-1","2","-2","0","3","0","False"
Player State831,"11","7","13","-1","2","-2","0","3","0","False"
Player State832,"11","7","13","-1","1","-2","0","3","0","False"
Player State833,"11","7","13","-1","1","-2","0","3","0","False"
Player State834,"11","7","13","0","1","-2","0","3","0","False"
Player State835,"11","7","13","0","1","-2","0","3","0","False"
Player State836,"11","7","13","0","1","-2","0","3","0","False"
Player State837,"11","8","13","0","1","-3","0","3","0","False"
Player State838,"11","8","13","0","1","-3","0","3","0","False"
Player State839,"11","8","13","0","1","-3","0","3","0","False"
Player State840,"11","8","13","0","1","-3","0","3","0","False"
Player State841,"11","8","13","0","1","-3","0","3","0","False"
Player State842,"11","8","13","0","1","-3","0","3","0","False"
Player State843,"11","8","13","0","0","-3","0","3","0","False"
Player State844,"11","8","13","0","0","-3","0","3","0","False"
Player State845,"11","8","13","0","0","-3","0","3","0","False"
Player State846,"11","8","13","0","0","-4","0","3","0","False"
Player State847,"11","8","13","0","0","-4","0","3","0","False"
Player State848,"11","8","13","0","0","-4","0","3","0","False"
Player State849,"11","8","13","0","0","-4","0","3","0","False"
Player State850,"11","8","13","0","0","-4","0","3","0","False"
Player State851,"11","8","13","0","0","-4","0","3","0","False"
Player State852,"11","8","13","0","0","-4","0","3","0","False"
Player State853,"11","8","13","0","0","-4","0","3","0","False"
Player State854,"11","8","13","0","0","-4","0","3","0","False"
Player State855,"11","8","13","0","0","-5","0","3","0","False"
Player State856,"11","8","13","0","0","-5","0","3","0","False"
Player State857,"11","8","12","0","0","-5","0","3","0","False"
Player State858,"11","8","12","0","0","-5","0","3","0","False"
Player State859,"11","8","12","0","0","-5","0","3","0","False"
Player State860,"11","8","12","0","0","-5","0","3","0","False"
Player State861,"11","8","12","0","0","-5","0","3","0","False"
Player State862,"11","8","12","0","0","-5","0","3","0","False"
Player State863,"11","8","12","0","0","-5","0","3","0","False"
Player State864,"11","8","12","0","0","-6","0","3","0","False"
Player State865,"11","8","12","0","0","-6","0","3","0","False"
Player State866,"11","8","12","0","0","-6","0","3","0","False"
Player State867,"11","8","12","0","0","-6","0","3","0","False"
Player State868,"11","8","12","0","0","-6","0","3","0","False"
Player State869,"11","8","12","0","0","-6","0","3","0","False"
Player State870,"11","8","12","0","0","-6","0","3","0","False"
Player State871,"11","8","12","0","0","-6","0","3","0","False"
Player State872,"11","8","12","0","0","-7","0","3","0","False"
Player State873,"11","8","12","0","0","-7","0","3","0","False"
Player State874,"11","8","12","0","0","-7","0","3","0","False"
Player State875,"11","8","12","0","0","-7","0","3","0","False"
Player State876,"11","8","12","0","0","-7","0","3","0","False"
Player State877,"11","8","12","0","0","0","0","3","0","False"
Player State878,"11","8","12","0","0","0","0","3","0","False"
Player State879,"11","8","12","0","0","0","0","3","0","False"
Player State880,"11","8","12","0","0","0","0","3","0","False"
Player State881,"11","8","12","0","0","0","0","3","0","False"
Player State882,"11","8","12","0","0","0","0","3","0","False"
Player State883,"11","8","12","0","0","0","0","3","0","False"
Player State884,"11","8","12","0","0","0","0","3","0","False"
Player State885,"11","8","12","0","0","0","0","3","0","False"
Player State886,"11","8","12","0","0","0","0","3","0","False"
Player State887,"11","8","12","0","0","0","0","3","0","False"
Player State888,"11","8","12","0","0","0","0","3","0","False"
Player State889,"11","8","12","0","0","0","0","3","0","False"
Player State890,"11","8","12","0","0","0","0","3","0","False"
Player State891,"11","8","12","0","0","0","0","3","0","False"
Player State892,"11","8","12","0","0","0","0","3","0","False"
Player State893,"11","8","12","0","0","0","0","3","0","False"
Player State894,"11","8","12","0","0","0","0","3","0","False"
Player State895,"11","8","12","0","0","0","0","3","0","False"
Player State896,"11","8","12","0","0","0","0","3","0","False"
Player State897,"11","8","12","0","0","0","0","3","0","False"
Player State898,"11","8","12","0","0","0","0","3","0","False"
Player State899,"11","8","12","0","0","0","0","3","0","False"
Player State900,"11","8","12","0","0","0","0","3","0","False"
